Sat	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	
1/18/2023	57,5	60,06	77,07	66,65	47,13	73,65	140,94	156,69	161,55	161,7	153,92	142,42	125,21	145,66	150,14	154,2	155,41	167,77	162,96	153,52	146,4	137,49	116,3	71,21	
1/17/2023	95,81	76,99	69,9	67,61	81,26	99,91	141,73	169,27	171,19	163,99	149,91	137,66	120,03	122,43	154,6	166,01	173,1	171,48	165,68	176,12	164,49	150,75	147,51	144,86	
1/16/2023	58,61	62,67	66,55	63,03	64,89	87,57	157,21	178,92	178,37	178,34	168,57	172,42	163,49	170,71	172,63	173,91	165,56	165,98	169,29	148,68	140,37	125,39	129,76	82,8	
1/15/2023	31,07	40,74	37,31	17,82	27,28	26,48	24,96	50,64	115,53	114,03	143,61	181,07	144,96	114,42	122,38	176,62	179,99	186,39	171,99	133,93	133,07	96,68	96,84	66,32	
1/14/2023	153,15	140	141,29	107,95	80,36	89,25	82,74	116,32	150,67	191,31	133,22	151,25	135,37	129,1	147,43	163,75	193,26	201,54	197,09	202,19	172,73	107,13	129,81	101,5	
1/13/2023	93,46	110,51	114,54	95,22	122,34	134,4	189,57	185,88	223,24	191,12	186,75	177,57	174,71	170,98	179,75	181,18	180,37	188,9	201,61	175,56	189,47	180,48	157,73	111,87	
1/12/2023	16,14	3,3	4,92	1,18	16	87,65	188,79	196,58	204,93	233,18	196,73	167,79	169,95	178,73	169,76	172,03	178,23	194,4	181,46	183,39	161,61	152,45	152,87	154,28	
1/11/2023	16,14	3,3	4,92	1,18	16	87,65	188,79	196,58	204,93	233,18	196,73	167,79	169,95	178,73	169,76	172,03	178,23	194,4	181,46	183,39	161,61	152,45	152,87	154,28	
1/10/2023	105,86	94,69	96,65	89,16	101,68	119,36	147,33	173,31	187,58	200,86	180,89	171,08	165,99	160,57	158,32	170,49	156,69	168,52	168,98	171,13	167,47	123,56	106,53	71,48	
1/9/2023	108,24	90,81	73,73	53,22	25,22	79,47	141,98	167	181,39	217,22	182,36	182,53	197,02	188,69	186,85	197,49	194,46	199,15	195,65	184,99	169,11	147,69	106,45	100,67	
1/8/2023	86,29	87	60	39,93	56,56	54,35	66,38	89,34	117,61	122,16	106,79	118,64	106,36	113,4	128,49	137,52	158,33	149,98	151,71	153,37	139,97	133,03	120,51	111,39	
1/7/2023	106	102,59	101,27	100,5	108,61	116,89	141,36	154,34	142,59	134,15	146,82	124,31	138,68	136,44	148,82	177,65	213,54	246,73	219,58	219,79	155,43	151,86	144,75	107,25	
1/6/2023	114,75	109,79	103,18	92,81	91,63	98,37	105,66	138,54	157,78	153,98	146,72	143,7	130,93	114,21	146,91	156,01	177,86	159,79	165,67	162,98	164,91	147,15	126,41	132,17	
1/5/2023	151,97	131,92	120,4	108,66	91,49	104,94	129,91	138,58	149,11	145,97	144,04	156,48	147,26	144,94	148,6	154,71	165,18	177,79	176,83	167,05	144,32	140,1	138,98	120,04	
1/4/2023	104,74	96,74	83,58	76,79	89,96	115,12	172	163,23	157,81	161	176,6	159,89	158,98	176,66	196,31	286,81	312,98	280,59	279,59	287,15	275,13	205,32	189,89	149,98	
1/3/2023	120,92	117,03	111,41	115,8	112,66	119,41	140,5	172,01	176,05	173,38	172,09	171,72	170,11	168,75	170,42	182,12	178,51	185,44	182,94	170,19	156,03	149,99	129,44	131,02	
1/2/2023	84,7	84,68	72,38	68,14	68,12	76,55	73,88	114,54	137,01	130,9	124,86	127,2	131,7	135,75	132,25	154,33	153,57	169,57	183,01	174,31	159,84	145,63	137,73	126,66	
1/1/2023	37,81	7,64	0,04	-0,15	-0,62	-0,67	-7,23	-0,8	0,27	10,19	10,25	11,11	7,17	6,37	7,41	26,51	37,4	45,93	56,31	76,44	66,08	68,17	66,9	52,09	
12/31/2022	7,58	-0,52	-3,41	-7,8	0,44	5,84	0,62	1,95	2,45	5,93	3,88	3,7	4,12	7,93	7,29	41,55	108,66	110,43	105,07	47,65	29,44	12,37	8,45	7,18	
12/30/2022	34,1	8,92	8,97	0,54	-1,85	5,73	15,34	26,31	40,97	55,16	45,25	75,46	69,17	71,89	85,57	110,13	118,26	83,08	77,7	100,28	50,63	58,47	33,97	17,95	
12/29/2022	44,97	11,29	7,81	5,93	8,44	6,25	5,55	99,51	90,56	94,34	93,71	95,23	103,67	108,24	106,47	100,19	101,66	99,78	112,95	90,09	89,57	82,73	47,26	31,04	
12/28/2022	46,77	33,39	21,51	15,01	31,03	74,29	100,98	165,35	151,53	80,14	122,9	77,75	58,91	62,97	86,17	44,61	105,57	95,94	111,72	82,57	63,38	50,77	38,57	19,95	
12/27/2022	28,5	26,31	16,36	26,33	19,24	30,26	44,98	70,36	81,76	90,81	80,93	85,03	66,94	61,56	86,1	99,4	115,49	117,92	120,41	102,43	74,07	82	72,91	64,56	
12/26/2022	32,6	19,92	26,29	18,92	16,2	23,57	22,49	20,68	41,23	54,52	55,28	48,49	39,46	37,05	45,2	54,18	76,53	91,25	94,03	68,65	71,83	65,53	53,95	32,03	
12/25/2022	123,68	92,14	89,49	81,89	70,35	72,92	72,13	84,64	98,63	101,63	114,85	118,33	78,32	92,1	86,98	102,91	104,2	91,67	104,31	90,41	94,07	90,88	86,22	83,69	
12/24/2022	93,87	56,47	71	56,66	50,99	59,76	61,39	117,02	147,48	157,03	162,54	155,82	158,77	161,84	155,95	165,87	176,75	167,7	159,33	135,42	135,33	119,73	127,3	116,8	
12/23/2022	116,98	145,63	142,11	138,05	141,01	148,36	155,98	176,12	196,25	204,35	184,89	105,47	142,63	168,62	152,14	175,91	166,15	191,42	171,5	172,83	155,5	142,17	114,51	72,74	
12/22/2022	116,98	145,63	142,11	138,05	141,01	148,36	155,98	176,12	196,25	204,35	184,89	105,47	142,63	168,62	152,14	175,91	166,15	191,42	171,5	172,83	155,5	142,17	114,51	72,74	
12/21/2022	166,77	155,35	154,96	138,85	141,45	168,08	211,92	236,7	241,55	234,26	226,28	206,33	208,54	201,39	196,04	212,59	189,32	211,22	195,78	189,49	190,8	168,65	173,37	161,6	
12/20/2022	100,63	89,42	88,51	69,1	77,74	120,85	211,15	262,09	252,18	268,81	255,42	255,29	261,02	260,51	268,21	282,89	299,41	292,8	278,1	272,37	250,86	247,77	211,76	194,04	
12/19/2022	80,15	82,78	68,69	71,43	75,86	120,36	187	324,42	244,51	263,94	247,3	287,2	277,01	252,65	254,61	268,51	288,08	276,9	290,39	291,01	247,05	216,52	185,91	151,28	
12/18/2022	122,45	126,57	132,8	93,1	128,6	168,41	208,92	231,27	276,63	299,81	244,49	205,44	254,22	260,46	274,21	272,09	284,55	283,23	283,65	271,28	259,52	210,73	157,95	110,8	
12/17/2022	248,13	245,45	185,39	177,72	207,99	217,81	225,3	235,31	289,98	303,1	298,94	295,9	280,92	267,36	276,29	287,35	311,85	334,73	318,12	277,94	262,2	244,46	225,16	173,44	
12/16/2022	275,68	229,37	254,87	217,95	188,5	238,74	338,61	470,48	553,53	554,18	487,58	496,39	480,89	456,29	431,76	452,44	467,43	464,33	466,49	445,14	391,8	272,82	293,54	249,5	
12/15/2022	271,19	263,55	264,01	268,26	282,29	295,17	334,03	449,38	489,73	488,8	499,16	471,71	481,42	479,14	503,19	499,69	503,97	509,84	498,41	491,35	431,71	352,33	330,65	304,76	
12/14/2022	274,51	275,68	257,85	283,8	273,25	315,81	381,88	502,88	552,39	577,57	563,02	602,9	595,3	558,55	567,34	530,2	540	573,62	508,64	557,73	478,94	384,13	357,17	309,13	
12/13/2022	285,37	170,71	138,16	171,11	151,06	299,22	404,19	514,42	583,8	541,31	500,27	486,43	434,63	507,86	560,31	571,85	595,1	627,56	574,68	509,45	474,25	379,2	341,35	299,26	
12/12/2022	80,38	78,83	113,61	32,31	100,23	278,72	392,97	505,58	555,23	524,42	516,89	518,63	498,18	497,67	512,89	586,48	587,96	607,26	566,22	524,93	388,9	415,29	361,07	200,06	
12/11/2022	77,23	37,49	50,08	-0,82	34,91	2,44	25,54	50,62	240,35	305,83	315,09	293,73	310,09	308,21	310,74	312,63	388,48	401,4	412,59	411,64	370,06	316,28	312,01	298,25	
12/10/2022	214,18	130,63	75,66	112,66	170,12	228,39	290,29	272,02	422,22	407,48	387,52	383,82	376,5	348,21	342,69	345,26	335,86	419,09	427,34	396,2	271,65	150,85	109,29	50,61	
12/9/2022	200,88	188,5	193,58	181,47	158,48	263,87	370,04	458,4	478,83	478,16	475,39	488,85	482,55	477,72	482,38	454,55	412,88	483,86	457,65	441,95	425,86	352,35	307,74	175,16	
12/8/2022	260,45	295,43	262,77	267,93	301,87	317,3	317,53	373,13	405,03	411,68	417,92	398,07	417,23	424,35	432,45	439,6	446,2	463,2	436,93	441,87	398,42	345,13	342,61	247,49	
12/7/2022	232,11	182,83	190,54	174,08	192,08	291,08	373,12	412,29	422,19	398,66	398,97	415,11	379,04	361,87	417,38	454,11	446,97	491,99	527,79	464,45	403,32	348,17	252,59	266,44	
12/6/2022	292	225,69	241,33	158,51	277,02	302,77	372,68	465,84	480,65	473,21	455,02	452,49	450,42	447,55	461,94	468,24	474,95	484,96	442,03	444,77	380,38	321,01	303,67	266,35	
12/5/2022	181,52	139,83	91,07	105,47	152,99	247,96	313,05	384,12	432,88	432,02	426,7	424,09	423,9	430,95	440,18	449,99	453,15	455,53	459,67	435,99	415,71	362,29	349,18	309,98	
12/4/2022	273,42	278,54	268,98	161,04	234,61	239,45	241,68	245,26	276,53	327,85	284,76	279,81	324,68	337,11	330,41	334,15	341,41	370,85	346,64	352,17	309,93	304,51	288,28	253,16	
12/3/2022	249,93	254,39	247,08	231,68	234,06	267,35	246,72	281,64	310,62	321,04	330,57	365,69	367,58	370,44	378,16	376,82	362,13	393,74	398,75	367,91	310,42	312,58	300,12	267,38	
12/2/2022	324,5	324,43	311,84	306,27	311,24	325,86	367,36	438,94	447,53	421,67	421,52	435,66	411,97	409,32	424,63	574,7	586,28	429,45	435,23	401,81	413,27	314,37	312,55	268,71	
12/1/2022	290,91	297,42	289,23	283,51	273,82	283,95	341,18	436,94	442,27	441,33	433,94	419,78	412,55	421,2	423,38	424,86	455,05	443,22	453,32	452,94	443,62	380,98	340,86	311,68	
11/30/2022	301,88	291,36	272,97	266,94	275,62	293,9	358,91	437,92	457,22	444,19	446,07	452,55	439,67	435,51	441,42	444,39	446,68	504,35	465,17	432,84	419,19	349,25	321,78	302,98	
11/29/2022	275,54	277,5	203,85	225,36	238,82	280,25	299,89	400,59	450,84	451,26	465,82	466,34	475,5	445,14	456,33	452,41	450,31	491,86	486,37	467,19	404,16	356,76	324,06	296,89	
11/28/2022	158,23	145,83	138,81	133,36	118,63	136,8	224,62	349,6	369,5	334,88	327,86	327,05	345,05	354,67	371,29	381,74	425,53	425,59	380,64	365,06	368,65	300,1	310,23	243	
11/27/2022	156,58	142,5	128,11	93,28	103,58	89,01	146,53	164,51	163,39	211,91	178,08	226,92	233,7	209,54	211,3	218,65	246,92	257,08	257,35	227,52	209,13	195,77	164,87	171,23	
11/26/2022	186,7	209,67	277,43	231,64	186,27	183,57	218,8	226,73	258,41	256,03	243,31	244,93	238,07	270,36	244,25	255,66	291,85	302,74	293,76	245,53	202,97	194,36	163,74	139,3	
11/25/2022	209,85	182,15	170	168,26	197,54	213,4	271,4	313,96	327,1	307,11	285,63	284	277,88	254,24	287,57	328,33	320,4	342,65	331,3	318,62	279,81	262,1	260,74	234,57	
11/24/2022	153,59	175,54	161,69	168,36	171,14	202,74	288,4	312	331,81	312,93	308,86	319,29	286,57	281,67	312,59	318,16	328,17	341,48	330,3	319,01	277,24	251,18	227,4	203,51	
11/23/2022	127,91	112,19	83,79	81,66	101,33	135,95	206,56	222,59	195,14	212,22	161,33	222,96	221,85	219,38	239,46	274,18	242,49	254,4	200	200	251,23	230,69	209,52	192,67	
11/22/2022	136,21	124,96	107,61	43,4	93,9	121,82	204,29	258,12	273,38	269,5	251,19	223,47	226,25	265,6	260,31	245,94	259,41	276,81	266,71	260,73	237,05	202,58	176,17	145,83	
11/21/2022	95,37	126,59	170,99	164,83	166,56	172,66	179,01	181,3	179,72	194,03	180,89	200,92	199,15	195,06	181,48	201,53	195,67	215,12	227,55	214,67	204,93	178,86	177,56	128,33	
11/20/2022	95,37	126,59	170,99	164,83	166,56	172,66	179,01	181,3	179,72	194,03	180,89	200,92	199,15	195,06	181,48	201,53	195,67	215,12	227,55	214,67	204,93	178,86	177,56	128,33	
11/19/2022	181,02	182,16	173,77	157,39	161,72	156,28	170,21	220,2	195,41	177,71	217,28	223,58	201,05	217,3	226,74	235,74	240,96	275,48	277,39	257,49	209,54	232,76	220,78	195,99	
11/18/2022	209,9	188,01	159,04	138,88	105,77	231,46	243,94	261,2	295,75	261,58	257,17	262,05	244,15	242,8	229,57	253,49	260,72	278,57	268,86	262,15	217,8	210,22	207,43	192,07	
11/17/2022	221,81	163,1	160,9	134,29	152,04	223,64	242,64	268,1	311,82	292,05	285,56	257,92	212,51	207,32	203,69	239,15	228,2	252,37	255,13	254,41	222,97	194,37	225,7	213,38	
11/16/2022	267,22	237,48	178,36	158,92	185,53	225,83	274,04	274,19	336,45	324,43	377,41	323,03	346,23	330,22	349,18	390,42	353,3	326,49	378,58	326,65	294,64	247,4	240,42	204,67	
11/15/2022	191,43	181,88	168,09	166,56	156,62	186,5	232,68	265,76	320,87	293,19	266,24	250,6	253,72	270,39	247,07	317,44	314,72	248,43	307,46	267,6	250	229,67	239,03	214,87	
11/14/2022	148,77	129,5	132,24	128,66	158,41	169,39	207,7	239,77	248,44	256,41	245,35	234,22	235,99	237,07	255,73	266,06	291,96	299,79	284,3	289,96	249,21	213,5	221,19	231,7	
11/13/2022	164,84	151,59	146,48	148,84	142,18	141,85	143,16	158,37	178,12	182,09	193,57	162,29	159,79	179,37	171,09	173,09	195,45	217,92	227,02	222,5	190,48	190,9	162,32	167,93	
11/12/2022	216,84	149,36	143,59	134,08	139,09	144,29	168,04	193,93	207,51	203,21	201,54	191,87	207,51	203,22	211,07	219,25	244,32	274,93	265,16	258,87	222,11	205,62	189,63	178,62	
11/11/2022	153,72	151,74	128,22	145,79	136,68	139,46	231,9	252,15	247,63	223,14	210,04	225,76	198,47	223,62	226,63	217,98	245,96	252,28	267,49	239,77	222,4	212,83	200,5	168,68	
11/10/2022	188,06	181,23	160,32	181,2	181,02	205,06	247,48	294,56	304,94	296,16	227,85	232,49	233,41	223,71	220,35	259,53	282,75	294,97	259,81	222,65	201,48	189,46	181,39	152,1	
11/9/2022	176,6	159,03	158,83	148,86	175,57	191,98	257,62	242,77	241,9	327,57	323,53	302,36	292,17	313,26	273,96	287,7	303,14	322,29	317,08	306,38	222,08	228,21	268,11	164,57	
11/8/2022	152,45	145,76	131,1	121,98	138,82	168,49	220,46	196,53	180,78	187,9	165,92	140,83	175,71	169,55	180,47	186,28	258,52	258,8	217,41	199,56	185,23	167,83	153,49	129,8	
11/7/2022	155,36	161,44	172,94	157,55	172,5	156,29	217,92	242,2	263,67	207,98	171,81	164,75	191,43	175,24	171,37	274,53	436,65	335,24	295,79	337,64	227,24	215,9	213,61	136,76	
11/6/2022	86,76	84,31	55,52	71,54	55,35	87,37	91,74	99,49	87,2	75	83,77	69,79	71,48	81,01	85,9	131,35	178,42	208,53	200,75	218,69	186,97	143,23	160,75	135,1	
11/5/2022	130,49	127,89	123,55	121,61	120,55	124,75	129,14	136,72	145,76	146,93	145,47	137,26	128,89	127,09	149,45	151,16	178,98	175,88	180,55	165,71	144,3	121,05	118,09	106,24	
11/4/2022	126,53	118	100,97	101,43	122,74	142,19	176,69	192,33	211,83	201,51	195,24	204,31	193,34	179,38	192,78	210,02	221,78	221,51	233,86	188,27	168,03	158,01	151,74	140,84	
11/3/2022	158,9	119,5	114,02	111,07	128,91	150,09	205,64	213,18	195,49	144,39	133,35	143,07	140,63	141,05	155,85	185,13	175,4	220,21	215,14	187,18	157,66	157,87	154,95	138,28	
11/2/2022	118,17	117	92,38	87,68	86,84	142,28	243,27	206,54	206,81	193,97	168,64	167,45	148,05	140,52	161,82	231,69	253,39	242,19	216,9	170,23	144,41	154,62	146,65	128,97	
11/1/2022	122,8	109,11	116,62	103,94	108,1	126,92	120,02	150,01	215,76	226,18	236,01	170,14	162,86	149,87	152,28	209,43	220,02	231,07	213,88	228,41	186,22	157,82	144,6	148,1	
10/31/2022	145,73	158,3	124,07	120,2	120,13	143,4	176,53	172,53	168,49	159,43	159,07	150,9	145,51	141,62	180,22	188,7	255,9	262,76	196,02	152,42	138,81	130,2	129,8	112,51	
10/30/2022	160,1	108,13	108,77	106,57	104,19	99,09	107,89	107,48	108,63	102,65	99,72	108,49	102,47	110,54	129,13	128,34	196,99	174,25	175,01	205,89	193,03	154,21	152,12	131,12	132,68
10/29/2022	100,86	98,15	94,45	95,74	96,65	99,13	102,9	150,61	160,36	119,9	106,11	99,24	106,47	101,4	100,74	116,25	119,34	145,43	139,89	139,14	149,26	106,83	105,85	96,28	
10/28/2022	140,71	118,63	121,96	80,49	126,32	136,82	142,51	148,58	172,54	143,97	135,12	125,71	120,52	112,69	121,29	117,39	134,52	145,47	134,27	129,55	131,14	134,69	119,25	100,33	
10/27/2022	134,95	140,79	119,42	112,78	108,55	109,43	160,63	183,94	179,67	148,62	145,62	125,04	113,6	117,28	120,18	132,15	147,42	246,73	304,74	216,41	192,16	148,25	131,66	138,56	
10/26/2022	97,44	95,76	98,22	98,51	117,29	127,29	127,38	164,71	186,01	172,99	133,25	120,68	106,35	108,9	92,76	118,97	165,33	136,24	374,65	333,9	320,22	200,35	140,96	131,74	
10/25/2022	125,86	88,49	68,65	79,89	77,65	87,55	155,95	217,13	161,27	126,43	132,35	130,11	125,71	124,84	113,23	120,78	129,97	168,94	174,25	168,06	144,35	129,74	109,9	94,5	
10/24/2022	109,61	93,67	92,63	85,97	88,61	124,18	212,66	219,32	179,46	191,58	203,36	193,99	156,04	143,14	154,21	186,23	267,77	242,26	270,38	261,83	187,21	112,21	102,53	88,74	
10/23/2022	104,65	93,6	98,02	85,51	108,82	96,29	103,93	109,87	99,64	99,7	85,86	106,4	111,74	71,57	79,49	99,24	158,75	169,3	208,19	161,4	162,8	181,24	149,4	100,74	
10/22/2022	135,79	122,03	127,76	125,82	122,1	122,33	133,23	129,23	132,62	134,51	146,49	143,93	147,6	144,84	137,78	135,49	144,52	162,58	161,52	174,57	138,71	99,32	114,97	104,48	
10/21/2022	141,15	135,41	124,44	124,51	138,94	162,46	212,72	238,87	259,39	249,81	190,3	184,23	200,08	190,12	192,87	225,82	254,39	253,88	250,62	253,65	196,44	170,13	160,58	149,9	
10/20/2022	180,05	164,73	109,47	127,54	119,75	145,67	200,23	232,4	245,96	185,47	174,48	161,18	157,65	144,88	169,35	193,04	202,28	249,44	285,43	289,92	252,08	200,49	189,13	164,02	
10/19/2022	131,37	107,2	117,42	104,04	100,35	144,88	153,19	192,78	208,9	200,72	170,08	159,57	146,44	145,15	140,96	151,1	167,74	207,08	244,58	281,87	203,17	161,92	157,17	148,29	
10/18/2022	160,05	149,67	144,72	144,66	157,21	159,25	227,53	325,99	320	289,16	211,93	189,3	175,35	162,74	161,47	176,6	258,31	216,77	277,89	269,07	285,18	204,19	174,88	164,64	
10/17/2022	134,04	120,56	113,77	93,99	96,3	126,36	171,1	250,81	247,58	200,96	187,14	145,12	141,92	152,06	153,88	154,95	207,86	242,51	300,76	346,76	253,51	203,95	121,17	140,24	
10/16/2022	140,65	144,41	129,48	63,78	90,92	155,79	156,55	166,67	142,65	135,76	156,88	132,97	110,5	123,98	128,86	113,82	130,34	166,47	213,95	248,29	213,88	146,79	146,4	136,38	
10/15/2022	152,07	146,53	146,45	130,27	135,61	115,39	183,18	186,09	184	194,66	173,83	173,24	151,21	127,96	153,35	163,75	161,5	184,05	253,4	302,47	274,56	167,61	153,39	147,42	
10/14/2022	214,77	228,94	210,87	201,7	202,76	218,54	272,93	336,85	411,45	349,81	318,19	293,48	280,18	249,62	246,24	255,32	256,03	291,31	309,31	321,81	273,92	229,46	234,74	195,46	
10/13/2022	220,67	219,08	189,15	178,09	194,83	215,94	424,88	471,76	468,74	314,21	303,73	319,67	300,35	277,59	268,44	279,78	345,3	439,81	381,72	396,77	328,57	315,56	286,87	244,89	
10/12/2022	228,46	221,79	235,39	203,17	213,72	240,32	344,23	483,27	494,94	334,43	295,42	273,33	248,1	255,8	253,32	231,3	271,23	307,91	390,04	496,81	335,32	288,79	249,58	239,63	
10/11/2022	271,77	249,34	222,9	154,19	231,36	359,23	448,07	730,84	405,61	355,11	283,93	289,95	276,66	258,83	245,18	238,92	257,47	301,86	424,33	478,8	430,62	278,76	251,1	248,1	
10/10/2022	130,52	129,77	104,98	80,7	113,45	137,2	244,76	231,91	288,21	176,93	159,6	171,59	208,18	207,21	219,69	241,96	264,36	272,35	337,8	403,2	363,56	233,39	240,11	188,58	
10/9/2022	261,59	216,49	171,63	145,89	131	209,87	149,95	205,55	177,15	162,74	185,16	142,31	192,3	102,65	100,59	108,06	186,68	311,92	439,57	311,64	300,21	164,04	151,18	138,73	
10/8/2022	186,86	161,04	170,47	169,3	163,72	163	161,87	238,32	217,72	218,63	208,18	176,3	168,27	172,5	164,35	180,31	190,06	257,23	346,88	488,22	329,78	290,38	246,18	219,2	
10/7/2022	251,13	245,07	207,73	227,56	207,62	236,44	302,59	397,42	317,64	259,8	238,1	172,44	154,83	122,36	153,41	144,69	215,46	312,76	337,1	442,85	325,37	308,94	257,44	199,09	
10/6/2022	207,97	201,48	192,06	197,5	179,22	246,27	364,55	395,4	415,54	391,27	302,92	250,11	256,9	224,62	231,43	264,47	391,66	338,38	442,08	457,28	386,24	322,21	281,47	277,41	
10/5/2022	175,86	128,68	114,02	116,34	129,57	382,66	362,76	284,63	351,21	253,09	220,73	163,48	152,51	102,1	198,91	243,65	256,55	303,5	391,61	483,44	329,68	336,63	318,42	240,55	
10/4/2022	209,1	151,2	109,11	128,55	130,42	187,46	315,22	436,06	512,44	338,58	304,2	282,69	230,22	244,21	279,78	257,8	200,3	329,63	475,02	512,21	415,45	285,65	314,71	244,74	
10/3/2022	100,29	86,33	89,98	118,73	104,41	117,69	335,03	275,5	367,41	264,68	193,55	174,13	182,96	168,18	175,97	186,32	227,59	307,43	371,11	466,77	387,53	282,15	284,77	238,35	
10/2/2022	148,99	116,44	127,65	106,83	67,69	93,3	98,2	68,24	118,28	87	81,71	92,43	81,01	73,72	74,29	70,45	92,79	141,16	275,5	298,7	247,75	157,34	129,86	121,49	
10/1/2022	149,49	134	135,55	159,3	160,94	228,26	231,72	383,4	428,56	308,6	266,32	256,41	213,92	172,66	163,7	117,56	127,19	199,87	278,75	355,61	245,74	216,11	181,69	134,76	
9/30/2022	293,56	283,54	267,4	299,29	304,35	316,64	416,73	532,32	534,41	556,42	456,82	374,27	317,04	236,39	252,29	276,2	208,43	346,82	417,52	479,38	345,85	307,76	257,46	207,74	
9/29/2022	316,79	300,92	292,54	283,9	289,07	315,94	-	491,56	550,18	535,74	413,48	435,94	363,31	343,73	314,46	300,83	367,57	455,29	468,68	484,22	460,24	412,61	375,21	328,17	
9/28/2022	284,41	279,7	246,14	241,22	266,93	282,81	399,06	471,33	493,19	408,58	439,81	327,73	293,51	252,42	276,26	348,7	367,72	459,63	524,77	622,66	489,3	406,87	372,11	328,63	
9/27/2022	227,88	235,14	195,77	176,64	186,31	251,69	415,24	490,45	573,53	498,75	395,93	394	315,13	318,66	293,58	301,97	322,12	358,54	424,84	469,86	442,28	360,84	339,67	300,16	
9/26/2022	332,19	202,23	163,15	134,91	156,99	420,17	404,05	532,84	531,22	510,65	486,34	521,53	457,11	437	486,58	489,16	469,87	474,67	472,35	563,63	503,39	387,68	405,4	335,98	
9/25/2022	288,66	271,01	261,33	255,21	238,53	285,34	271,28	268,22	379,98	368,68	323,08	335,08	323,55	279,7	261,38	267,74	299,81	366,82	432,34	507,54	503,19	461,66	451,34	331,85	
9/24/2022	351,86	322,75	296,69	274,99	273,11	346,64	332,3	346,02	347,72	349,91	334,54	335,62	318,78	259,37	261,44	300,64	345,33	386,55	509,79	608,22	481,21	391,85	366,98	318,68	
9/23/2022	340,29	339,28	289,48	313,29	317,34	337,36	398,23	463,19	524,15	502,77	358,54	363,87	389,95	424,24	348,1	366,4	428	446,91	500,07	583,74	581,15	439,42	419,94	395,29	
9/22/2022	385,67	356,98	342,47	331,04	343,19	384,05	441,5	538,01	572,59	385,53	407,11	425,23	438,38	399,81	428,14	402,81	420,36	430,83	512,33	651,52	572,42	475,15	422,36	399,28	
9/21/2022	310,1	325,82	293,31	294,5	302,7	334,13	422,46	525,57	527,99	427,65	366,36	308,4	295,72	296,23	300,11	319,69	320,48	361,46	450,18	556,02	464,9	393,15	375,8	349,65	
9/20/2022	254,8	259,21	266,79	258,92	256,79	277,09	376,51	441,35	448,27	415,19	372,88	344,44	309,77	304,52	292,96	301,73	310,27	418,58	441,83	597,94	498,46	394,8	366,31	343,38	
9/19/2022	100,49	86,04	99,61	120,13	111,68	201,89	341,04	413,63	402,3	362,82	364,51	319,78	269,46	229,26	229,3	221,08	266,22	314,03	382,29	419,54	408,22	385,64	384,34	326,09	
9/18/2022	156,99	105,72	138,93	108,15	48,99	100,75	64,65	119,73	120,3	108,64	99,39	109,78	79,65	34,93	33,51	37,48	100,18	120,86	155,56	256,06	213,05	203,4	230,43	180,94	
9/17/2022	171,18	148,89	160,87	137,92	151,48	161,75	174,19	349,33	399,3	293,73	255,9	279,07	278,11	285,93	197,42	192,41	246,56	363,79	349,31	382,74	379,27	199,17	212,87	127,64	
9/16/2022	238,16	158,24	141,22	137,31	145,14	269,31	353,22	494,63	534,62	510,86	532,22	533,93	504,73	493,41	425,07	490,56	505,22	500,9	519,38	540,51	397,34	435,21	266,14	191,18	
9/15/2022	434	311,74	245,17	253,38	265,24	372,39	435,22	467,15	476,36	431,97	463,44	412,87	414,02	402,14	404,47	414,14	427,73	447,39	496,85	505,69	466,81	415,64	343,45	215,64	
9/14/2022	224	370	346,41	303	354,12	355	471,92	536,23	571,52	541,53	533,5	504,73	535,99	502,48	488,56	495,09	484,38	518,43	535,6	585,2	492,26	445,17	410,19	355,27	
9/13/2022	342,03	340,61	357,39	330,92	348,99	361,9	447,83	515,47	552,4	484,6	464,75	405,64	366,66	384,77	424,03	429,72	456,64	542,99	509,19	568,26	514,53	442,15	388,07	351,53	
9/12/2022	277,37	330,6	351,59	325,66	360,6	407,13	494,54	529,26	513,6	489,34	433,1	416,29	442,6	419,49	367,64	370,23	418,2	478,4	577,61	668,93	604,33	474,87	411,92	385,16	
9/11/2022	407,52	376,05	372,85	360,17	351,37	354,53	364,19	374,03	395,66	388,87	379,89	373,8	372,87	303,67	262,18	294,84	334,23	385,53	415,42	465,85	487,29	407,56	416,68	377,38	
9/10/2022	383,41	354,52	438,14	349,46	361,41	354,36	392,57	359,25	369,7	390,63	389,1	394,41	367,7	324,05	308,68	310,69	331,48	408,77	426,6	470,93	477,16	437,5	465,79	421,14	
9/9/2022	300	214,08	234,5	221,7	238,7	264,74	435,57	482,09	472,08	420,87	389,3	374,72	400,23	372,7	381,2	375,14	340,11	401,68	446,33	511,31	455,16	411,5	384,18	334,96	
9/8/2022	387,46	370,34	340,78	346,31	281,71	404,56	451,65	398,7	510,11	495,65	456,82	467,26	424,67	419,26	485,83	507,5	459,35	501,85	551,93	513,6	487,49	398,99	444,75	472,16	
9/7/2022	215,05	412,31	418,94	380,93	410,84	439,34	486,82	546,36	586,84	595,75	452,08	395,72	465,99	524,55	404,6	515,88	549,43	550,84	622,43	641,58	637,84	529,99	484,13	418,58	
